,game_title,game_id,steam_appid,short_description,header_image,url
617,Teleglitch Die More Edition,3001,234390.0,"In a cold, dark future dominated by mega-corporations, a small lonely planet on the edge of habitable space is the site of a shadowy research facility specializing in necrotic tissue reactivation. You are a scientist who has suddenly awoken to the realization that you are the lone survivor.",https://steamcdn-a.akamaihd.net/steam/apps/234390/header.jpg?t=1530639396,https://store.steampowered.com/app/234390/Teleglitch_Die_More_Edition/
618,Anomaly Korea,179,251530.0,"Exclusively brought to Steam for PC, Mac and Linux in Anomaly Bundle, Anomaly Korea is an expansion campaign to Anomaly Warzone Earth. The alien robots are back and this time they’ve got Korea in their sights. It’s your job to lead a squad into fierce fire-fights and fend off the alien invasion.",https://steamcdn-a.akamaihd.net/steam/apps/251530/header.jpg?t=1549526727,https://store.steampowered.com/app/251530
619,Might & Magic Clash of Heroes,1919,61700.0,"Scattered across five different regions, five special heroes must travel their own dangerous paths to grow in strength, unravel a demonic plot & ultimately save the world from chaos.",https://steamcdn-a.akamaihd.net/steam/apps/61700/header.jpg?t=1447354560,https://store.steampowered.com/app/61700/Might__Magic_Clash_of_Heroes/
620,GTR 2 - FIA GT Racing Game,1290,8790.0,The Game That Revolutionized the Racing Genre.,https://steamcdn-a.akamaihd.net/steam/apps/8790/header.jpg?t=1478078097,https://store.steampowered.com/app/8790
621,Grand Ages Medieval,1364,310470.0,Rise from the humble role of a simple mayor governing a small settlement and rule over all of Europe.,https://steamcdn-a.akamaihd.net/steam/apps/310470/header.jpg?t=1467195710,https://store.steampowered.com/app/310470/Grand_Ages_Medieval/
622,NOBUNAGA'S AMBITION Sphere of Influence,2005,392470.0,"Become a Daimyo of the Warring States period of Japanese history in NOBUNAGA'S AMBITION, a historical simulation game of conquest and domination. It is the 30th anniversary of this series and this current release, NOBUNAGA'S AMBITION: Sphere of Influence, is the crown of the series.",https://steamcdn-a.akamaihd.net/steam/apps/392470/header.jpg?t=1550181132,https://store.steampowered.com/app/392470/NOBUNAGAS_AMBITION_Sphere_of_Influence/
623,Hegemony Rome The Rise of Caesar,1486,227060.0,"Hegemony Rome: The Rise of Caesar takes you to the plains and forests of ancient Gaul where Julius Caesar wages a decade long war to subjugate the barbarian hordes. Hegemony Rome will immerse you in the history like no other real time strategy game ever before, forcing you to pay close attention to the changing seasons and rapidly...",https://steamcdn-a.akamaihd.net/steam/apps/227060/header.jpg?t=1447357119,https://store.steampowered.com/app/227060
624,Gemini Wars,1320,216130.0,"Take control of a fleet commander returned from exile, rise through the ranks of the United Space Federation forces and join an epic war across the stars.",https://steamcdn-a.akamaihd.net/steam/apps/216130/header.jpg?t=1554822096,https://store.steampowered.com/app/216130
625,Sword of the Stars II Enhanced Edition,2946,42990.0,"The Enhanced Edition contains Sword of the Stars II: The Lords of Winter and the first expansion, the End of Flesh. The new expansion introduces the new playable race, the Loa. All previous DLCs containing new avatars, new combat music, alternate voices, skins, and new badges for the warships are also included.",https://steamcdn-a.akamaihd.net/steam/apps/42990/header.jpg?t=1447354905,https://store.steampowered.com/app/42990
626,Distant Star Revenant Fleet,891,335830.0,"BAFTA award winning fleet-based RTS meets rogue-lite. In Distant Star: Revenant Fleet, build your fleet of up to 5 ships from a choice of 8 classes and traverse a randomly generated galaxy to defeat the Erebus Platform.",https://steamcdn-a.akamaihd.net/steam/apps/335830/header.jpg?t=1555064119,https://store.steampowered.com/app/335830/Distant_Star_Revenant_Fleet/
627,Tomb Raider (VI) The Angel of Darkness,3248,225020.0,"A series of grisly murders brings Lara into conflict with a sinister Alchemist from the past, and a secret alliance of powerful individuals shrouded in mystery. Accused of the murder of her one time mentor, Werner Von Croy, Lara becomes a fugitive on the run.",https://steamcdn-a.akamaihd.net/steam/apps/225020/header.jpg?t=1556062075,https://store.steampowered.com/app/225020/Tomb_Raider_VI_The_Angel_of_Darkness/
628,Fork Parker's Holiday Profit Hike,1245,339120.0,"Against explosive firepower, bitter cold, and dizzying heights, Fork Parker must outwit a group of no-talent game developers in a deadly holiday promotional game. Also, it's free.",https://steamcdn-a.akamaihd.net/steam/apps/339120/header.jpg?t=1447366244,https://store.steampowered.com/app/339120
629,Section 8 Prejudice,2616,97100.0,Downloadable Content and 4-Pack Now Available! Give the extra copies to your friends!,https://steamcdn-a.akamaihd.net/steam/apps/97100/header.jpg?t=1447354137,https://store.steampowered.com/app/97100/Section_8_Prejudice/
630,The Escapists The Walking Dead,3070,388060.0,"Merging the smash hit indie game The Escapists with the world wide phenomenon that is The Walking Dead, Team17 have taken the very best of both worlds and are now providing players with the opportunity to play Rick Grimes as he takes on hordes of zombies let loose upon the world.",https://steamcdn-a.akamaihd.net/steam/apps/388060/header.jpg?t=1458828930,https://store.steampowered.com/app/388060/The_Escapists_The_Walking_Dead/
631,Fahrenheit Indigo Prophecy Remastered,1149,312840.0,"Fahrenheit (known as Indigo Prophecy in North America) was a breakthrough in interactive narrative. This newly remastered edition features updated textures in HD, expanded controller support, and is based on the uncut and uncensored international version of the game.",https://steamcdn-a.akamaihd.net/steam/apps/312840/header.jpg?t=1545238093,https://store.steampowered.com/app/312840/Fahrenheit_Indigo_Prophecy_Remastered/
632,Orbital Gear,2129,298520.0,Orbital Gear is a fast paced sidescroller shooter where you utilize the gravitation of celestial objects to give you momentum through space. Arm your Mech with two of the twelve different weapons and destroy your enemies.,https://steamcdn-a.akamaihd.net/steam/apps/298520/header.jpg?t=1447361666,https://store.steampowered.com/app/298520
633,Electronic Super Joy Groove City,1029,301460.0,"A Giant Robot Stripper called JoJo has smashed Groove City! She's angry because Dr Swinger stole her Laser-Nipples! Help JoJo reclaim her Laser-Nipples &amp; defeat the Evil Plans of Dr.Swinger, with the help of Pope Boris the Super Sexy!",https://steamcdn-a.akamaihd.net/steam/apps/301460/header.jpg?t=1447361872,https://store.steampowered.com/app/301460/Electronic_Super_Joy_Groove_City/
634,Commandos Behind Enemy Lines,633,6800.0,"Commandos: Behind Enemy Lines is a real-time tactics game set in World War II that puts you in command of a small squad of elite troopers. Send them behind enemy lines on a series of hazardous missions, and bring them back alive. Clever strategy has never been so furiously action-packed.",https://steamcdn-a.akamaihd.net/steam/apps/6800/header.jpg?t=1548865157,https://store.steampowered.com/app/6800/Commandos_Behind_Enemy_Lines/
635,Epigenesis,1061,244590.0,"Epigenesis is an online multiplayer sports/FPS game in which two sides are locked in a never-ending fight for world domination by playing ball.In this non-lethal ballgame of the future, players leap across platforms suspended high up in the air trying to get a ball located in the middle of the arena and score goals against their...",https://steamcdn-a.akamaihd.net/steam/apps/244590/header.jpg?t=1466107831,https://store.steampowered.com/app/244590
636,Construction-Simulator 2015,649,289950.0,"In Construction Simulator 2015, you take the controls of 16 realistic construction machines made by LIEBHERR, STILL and MAN with high-quality 3D graphics.",https://steamcdn-a.akamaihd.net/steam/apps/289950/header.jpg?t=1540300513,https://store.steampowered.com/app/289950/Construction_Simulator_2015/
637,Brothers in Arms Hell's Highway,444,15390.0,"Brothers in Arms Hell's Highway brings the critically acclaimed squad-based WWII shooter into the next generation of gaming with amazing graphics and sound, new cutting-edge gameplay features and a totally redesigned online component.",https://steamcdn-a.akamaihd.net/steam/apps/15390/header.jpg?t=1544535852,https://store.steampowered.com/app/15390/Brothers_in_Arms_Hells_Highway/
638,F1 2011,1110,44360.0,"The official FORMULA ONE™ game returns with new circuits, split-screen and co-op Championship modes plus all the cars and stars from the 2011 season. Debut ahead of the drivers at India’s Buddh International Circuit, race the iconic Nürburgring circuit for the first time in High Definition and take on Abu Dhabi with a spectacular new day...",https://steamcdn-a.akamaihd.net/steam/apps/44360/header.jpg?t=1447354438,https://store.steampowered.com/app/44360
639,Cubemen,714,207250.0,"Just Updated! Version 1.1 now has 6 New online Mayhem levels, Character Customization, 35 Defense levels, 25 Skirmish levels, and more!",https://steamcdn-a.akamaihd.net/steam/apps/207250/header.jpg?t=1447355406,https://store.steampowered.com/app/207250
640,Pid,2214,218740.0,Challenging platformer with striking visuals and deep engrossing story transports you to a world beyond ours!,https://steamcdn-a.akamaihd.net/steam/apps/218740/header.jpg?t=1464169261,https://store.steampowered.com/app/218740/Pid/
641,Grimoire Manastorm,1394,335430.0,"A free multiplayer wizard FPS which features six classes to master with thousands of possible spell loadouts. Choose your class of magic, customize your spell book with dozens of abilities, and battle against others for supremacy in FFA or Conquest, or go solo to survive against waves of the undead.",https://steamcdn-a.akamaihd.net/steam/apps/335430/header.jpg?t=1509505408,https://store.steampowered.com/app/335430/Grimoire_Manastorm/
642,Gunscape,1423,342480.0,Gunscape provides easy-to-use tools based on a block-placement interface everybody's already familiar with to create all types of maps. Don't like building stuff? Then just blast your way through hordes of monsters or duel with other players!,https://steamcdn-a.akamaihd.net/steam/apps/342480/header.jpg?t=1504059974,https://store.steampowered.com/app/342480
643,Gothic 3 Forsaken Gods Enhanced Edition,1361,65600.0,"After having banned the influence of the gods in Myrtana, the nameless hero and Xardas have left this world in order to prevail the balance of power. In their exile located somewhere between space and time, they watch the actions of the mortal beings.",https://steamcdn-a.akamaihd.net/steam/apps/65600/header.jpg?t=1533039900,https://store.steampowered.com/app/65600/Gothic_3_Forsaken_Gods_Enhanced_Edition/
644,Men of War Red Tide,1893,3130.0,"Men of War: Red Tide is a sequel to the critically acclaimed RTS Men of War. Red Tide introduces a new story driven campaign based on the writings of Soviet scribe Alexander Zorich, it also includes dozens of new or upgraded units and weapons.",https://steamcdn-a.akamaihd.net/steam/apps/3130/header.jpg?t=1552483822,https://store.steampowered.com/app/3130
645,The LEGO Movie - Videogame,3103,267530.0,"Join Emmet and an unlikely group of resistance fighters in their heroic quest to thwart Lord Business’ evil plans—a mission that Emmet is hopelessly and hilariously unprepared for.  It’s a wild ride with a surprising mix of over 90 playable characters including Batman, Superman, Wonder Woman, the Green Ninja, Gandalf, Shakespeare,...",https://steamcdn-a.akamaihd.net/steam/apps/267530/header.jpg?t=1546279947,https://store.steampowered.com/app/267530/The_LEGO_Movie__Videogame/
